"exito","area","tam_cat","orientacion","soporte_grp","sop_montaje","tecnica","tipo_autor","serie","fecha_est","fecha_ancho","tema"
"0",33572,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",3797.65,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"historia_alegoria"
"1",38750,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"1",1440,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",20124,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"mitologia"
"0",396,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"0",3832.5,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",26549,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8820,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",17574,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",49335,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",12300,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",9082.5,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"retrato_corte"
"0",8343,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",4432.75,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",6104.7,"mediano","horizontal","Metal","0","oleo","hombre","1",1650,99,"vida_cotidiana"
"0",4963.05,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",6104.7,"mediano","horizontal","Metal","0","oleo","hombre","1",1650,99,"religioso"
"0",8925,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",12896,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",2652,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",9120,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",14976,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",15087,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",15087,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"1",8880,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",14840,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"otros"
"0",15552,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",14980,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"otros"
"0",14980,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",4794,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"vida_cotidiana"
"0",21000,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",31208,"grande","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",9240,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",3008,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"proceso_obra"
"0",23895,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"retrato_corte"
"0",12718.75,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"vida_cotidiana"
"0",21420,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8610,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",12672,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",1785,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"caza_animales"
"0",6180,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",4599,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",4864,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",4725,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",12463,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",46905,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",10900,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",4485.6,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"1",5734,"mediano","horizontal","Lienzo","0","oleo","varios","0",1650,99,"paisaje_lugares"
"0",13430,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",10176,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",4212,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"caza_animales"
"0",19026,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",40848,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"1",10206,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",7008,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",2508,"pequeno","horizontal","Metal","0","oleo","hombre","0",1650,99,"religioso"
"0",1880,"pequeno","vertical","Tabla/Panel","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",5841,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"vida_cotidiana"
"1",1890,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",13056,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",5576,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",18840,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",2820,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",6912,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",1677,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",5644,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"1",2394,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"1",7370,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"retrato_corte"
"0",18150,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",34608,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",1496,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",8798,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",30368,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"retrato_corte"
"0",12360,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",2640,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",2478,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"mitologia"
"0",78156,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",13000,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"retrato_corte"
"0",8528,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",4088,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",31974,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",10752,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"1",1876,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",52890,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",4050,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"1",8968,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",9198,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",27000,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",29000,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",38700,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"1",2030,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",40982.5,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"proceso_obra"
"0",17052,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",4070,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",11875,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",3876,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",8632,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8160,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",12726,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",12625,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",13125,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",12896,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",2773,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",3551,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"1",28810,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"1",51223,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",20163,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"1",28558,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",42336,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",55000,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",5394,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"proceso_obra"
"0",11374,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",4416,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"mitologia"
"0",15300,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"1",33663,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",50864,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",32844,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",52920,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",30186,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",31680,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",2632,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",19608,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",5103,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",10320,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",6696,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",3690.18,"pequeno","horizontal","Tabla/Panel","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",2668,"pequeno","vertical","Lienzo","1","oleo","anonimo","1",1650,99,"retrato_corte"
"0",2668,"pequeno","vertical","Lienzo","1","oleo","anonimo","1",1650,99,"retrato_corte"
"0",2668,"pequeno","vertical","Lienzo","1","oleo","anonimo","1",1650,99,"retrato_corte"
"0",2160,"pequeno","vertical","Lienzo","1","oleo","anonimo","1",1650,99,"retrato_corte"
"0",39816,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"0",2478,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"mitologia"
"0",4550,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",1280,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"mitologia"
"1",33033,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",5145,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",29520,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",43896,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",19071,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",3498,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",4256,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",3136,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",2911,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",16224,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",12852,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"retrato_corte"
"0",1794,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",7975,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"1",10624,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",5916,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"1",30238.04,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",19116,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"1",5664,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",5953.86,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",19116,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",5082,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"retrato_corte"
"0",34350,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",2584,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"1",5320,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",76692,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",10043,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",9660,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",4125,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",2420,"pequeno","vertical","Lienzo","1","oleo","anonimo","0",1650,99,"mitologia"
"0",4760,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"historia_alegoria"
"0",13696,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"0",48856.5,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",2109,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"1",2016,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",11781,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",7595,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",9680,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",4526,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"vida_cotidiana"
"0",4081,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",2210,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",5292,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",33525,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",805,"pequeno","vertical","Tabla/Panel","0","oleo","hombre","0",1650,99,"religioso"
"0",6468,"mediano","horizontal","Metal","0","oleo","hombre","1",1650,99,"religioso"
"0",34161,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"paisaje_lugares"
"0",5831,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",4697,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",23562,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",1733.75,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",10200,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"1",1782,"pequeno","vertical","Tabla/Panel","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",1598,"pequeno","horizontal","Metal","0","oleo","hombre","0",1650,99,"mitologia"
"0",20072,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",9775,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",1656,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",1364,"pequeno","horizontal","Tabla/Panel","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",2842,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",14259,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"1",2457,"pequeno","horizontal","Tabla/Panel","0","oleo","hombre","0",1650,99,"religioso"
"0",2745,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"1",129150,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",29000,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",7400,"mediano","vertical","Lienzo","0","oleo","hombre","1",1650,99,"religioso"
"0",22042,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",58344,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",75815,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",18600,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",10044,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"otros"
"0",9106,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",10395,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",9106,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",4725,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",8667,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",5292,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",8748,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",8748,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",48840,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",48544,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",8856,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",8856,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",8856,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",2379,"pequeno","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"historia_alegoria"
"0",4898,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",29975.55,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8453,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",4752,"pequeno","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",9184,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",11400,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",8820,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",3325.8,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"caza_animales"
"0",7410,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",24220,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",36036,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",21360,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",31000,"grande","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",12160,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",5382,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",6080,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3192,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",3096,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3388,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3268,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3116,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3268,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",2160,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",3420,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"retrato_corte"
"0",6864,"mediano","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",5829,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",3087,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",2304,"pequeno","cuadrado","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",2820,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",2760,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",4800,"pequeno","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",6478,"mediano","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"1",6222,"mediano","vertical","Tabla/Panel","0","oleo","hombre","0",1650,99,"religioso"
"0",29536,"grande","vertical","Lienzo","0","oleo","anonimo","1",1650,99,"retrato_corte"
"0",40800,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",5317.2,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",5292,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",19304,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",76590,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"mitologia"
"0",3500,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8988,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",3087,"pequeno","horizontal","Metal","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",8820,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",5063,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",9877,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"1",5320,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",11439,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",4033,"pequeno","vertical","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"1",32879.52,"grande","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"otros"
"0",6727.5,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",31164,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",49852,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",10575,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",60006,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",8856,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",11250,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",9095,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"retrato_corte"
"0",34020,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",39100,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"paisaje_lugares"
"0",73200,"grande","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"religioso"
"0",6935,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",3640,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",15836,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",10672,"mediano","horizontal","Lienzo","0","oleo","anonimo","1",1650,99,"otros"
"0",43930,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",8755,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",9680,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",21350,"grande","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",8652,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",13199,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"bodegon_floral"
"0",6903,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"1",4067,"pequeno","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"1",22440,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"vida_cotidiana"
"0",15330,"mediano","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",5229,"mediano","horizontal","Lienzo","0","oleo","hombre","0",1650,99,"bodegon_floral"
"0",19200,"grande","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",12700,"mediano","vertical","Lienzo","0","oleo","hombre","0",1650,99,"religioso"
"0",7252,"mediano","vertical","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
"0",21106,"grande","horizontal","Lienzo","0","oleo","anonimo","0",1650,99,"religioso"
